issue_d,sub_grade,term,home_ownership,fico_range_low,pub_rec,revol_util,int_rate,application_type,verification_status,addr_state,fico_range_high,id,emp_length,loan_status
2014-03-01,C1,36 months,RENT,660.0,0.0,67.2,13.65,Individual,Source Verified,TX,664.0,12517345,11.0,1
2016-06-01,A2,36 months,OWN,760.0,0.0,27.6,6.49,Individual,Not Verified,NC,764.0,80588522,11.0,1
2015-01-01,A2,36 months,MORTGAGE,755.0,0.0,21.1,6.49,Individual,Verified,CA,759.0,39650034,11.0,1
2015-11-01,C5,36 months,MORTGAGE,660.0,0.0,25.3,14.33,Individual,Source Verified,TX,664.0,63495768,11.0,1
2015-03-01,A4,36 months,MORTGAGE,670.0,0.0,74.0,6.92,Individual,Source Verified,OH,674.0,42284627,2.0,1
2015-07-01,B5,36 months,MORTGAGE,685.0,0.0,60.2,11.53,Individual,Source Verified,TX,689.0,55280879,6.0,1
2016-04-01,D2,36 months,MORTGAGE,680.0,0.0,80.9,17.27,Individual,Source Verified,OH,684.0,72583595,11.0,1
2014-10-01,C1,36 months,MORTGAGE,670.0,0.0,41.0,12.99,Individual,Verified,AL,674.0,31186426,11.0,1
2014-01-01,C2,36 months,RENT,670.0,0.0,90.9,14.47,Individual,Source Verified,NY,674.0,10076341,0.0,1
2015-01-01,C1,36 months,MORTGAGE,705.0,0.0,83.1,12.39,Individual,Verified,FL,709.0,38291244,11.0,1
2014-10-01,C1,60 months,MORTGAGE,665.0,0.0,97.9,12.99,Individual,Source Verified,FL,669.0,31447836,11.0,1
2016-03-01,C3,36 months,MORTGAGE,680.0,0.0,87.9,13.67,Individual,Source Verified,MD,684.0,70722716,11.0,1
2014-03-01,C2,36 months,RENT,660.0,1.0,73.8,14.16,Individual,Verified,WA,664.0,12765781,0.0,1
2015-10-01,A3,36 months,MORTGAGE,745.0,0.0,49.7,6.89,Individual,Verified,TN,749.0,62580208,5.0,1
2014-08-01,A4,36 months,RENT,725.0,0.0,39.1,7.69,Individual,Not Verified,DE,729.0,23946253,1.0,1
2014-11-01,C3,36 months,OWN,700.0,0.0,15.5,13.66,Individual,Source Verified,OK,704.0,34433661,5.0,1
2014-09-01,D4,36 months,RENT,660.0,0.0,68.4,17.57,Individual,Source Verified,PA,664.0,26179228,2.0,1
2015-05-01,D3,60 months,RENT,700.0,0.0,49.1,16.99,Individual,Source Verified,NC,704.0,46446273,6.0,1
2015-08-01,D1,36 months,MORTGAGE,680.0,0.0,31.8,15.61,Individual,Verified,NY,684.0,53192431,0.0,1
2016-01-01,B4,36 months,RENT,775.0,0.0,3.1,10.78,Individual,Verified,FL,779.0,70113220,5.0,1
2014-10-01,D3,36 months,OWN,680.0,0.0,71.8,16.99,Individual,Source Verified,DC,684.0,28072019,6.0,0
2015-04-01,D2,36 months,MORTGAGE,665.0,1.0,16.9,16.55,Individual,Verified,TX,669.0,46366996,11.0,1
2014-10-01,B3,36 months,MORTGAGE,680.0,0.0,90.0,10.99,Individual,Verified,NC,684.0,29003467,0.0,1
2015-05-01,A2,36 months,MORTGAGE,715.0,0.0,26.2,6.24,Individual,Not Verified,MD,719.0,50626361,7.0,1
2015-08-01,A5,36 months,MORTGAGE,665.0,1.0,24.7,7.89,Individual,Not Verified,NJ,669.0,57094833,0.0,1
2014-05-01,D2,60 months,MORTGAGE,670.0,0.0,20.8,16.29,Individual,Not Verified,IL,674.0,16101690,8.0,1
2016-03-01,E3,36 months,MORTGAGE,675.0,0.0,33.5,21.18,Individual,Verified,DE,679.0,75059374,0.0,0
2015-07-01,B3,60 months,MORTGAGE,705.0,0.0,55.0,9.99,Individual,Source Verified,VA,709.0,55139115,11.0,1
2014-10-01,D3,60 months,OWN,690.0,0.0,45.6,16.99,Individual,Source Verified,MA,694.0,29134095,7.0,0
2014-02-01,B1,36 months,RENT,725.0,1.0,20.0,9.67,Individual,Source Verified,OH,729.0,11385999,5.0,1
2016-03-01,B5,36 months,MORTGAGE,685.0,0.0,94.2,11.47,Individual,Source Verified,CA,689.0,71727320,11.0,1
2015-01-01,B2,36 months,RENT,680.0,0.0,47.7,9.49,Individual,Not Verified,NJ,684.0,40307735,2.0,1
2016-04-01,B1,36 months,MORTGAGE,675.0,0.0,94.0,8.39,Individual,Verified,MD,679.0,75101924,6.0,1
2016-01-01,A5,36 months,MORTGAGE,710.0,0.0,90.0,7.91,Individual,Verified,CA,714.0,68774062,11.0,1
2015-03-01,C1,36 months,RENT,670.0,0.0,61.9,12.29,Individual,Not Verified,OR,674.0,44076320,4.0,0
2015-01-01,B4,36 months,RENT,680.0,0.0,58.6,11.44,Individual,Source Verified,NV,684.0,40107762,11.0,1
2014-08-01,A1,36 months,RENT,720.0,0.0,56.1,6.03,Individual,Not Verified,KY,724.0,24816512,4.0,1
2015-11-01,D1,36 months,RENT,700.0,0.0,34.4,15.61,Individual,Verified,FL,704.0,63488706,0.0,1
2014-08-01,D5,36 months,RENT,700.0,0.0,81.7,18.24,Individual,Source Verified,NY,704.0,25747169,8.0,1
2014-09-01,D1,36 months,RENT,700.0,0.0,7.1,15.61,Individual,Source Verified,MN,704.0,26259961,3.0,1
2015-07-01,B3,60 months,MORTGAGE,710.0,0.0,68.5,9.99,Individual,Not Verified,MA,714.0,51848779,8.0,1
2015-05-01,D2,36 months,RENT,665.0,0.0,78.5,16.55,Individual,Not Verified,IL,669.0,49268049,0.0,0
2015-04-01,B5,36 months,RENT,695.0,0.0,89.5,11.53,Individual,Not Verified,VA,699.0,45295523,2.0,1
2016-04-01,A1,36 months,MORTGAGE,820.0,0.0,1.2,5.32,Individual,Not Verified,TX,824.0,77311103,1.0,1
2014-06-01,B5,36 months,OWN,805.0,0.0,2.5,12.49,Individual,Not Verified,FL,809.0,19067318,4.0,1
2016-03-01,B2,60 months,MORTGAGE,765.0,0.0,6.9,9.16,Individual,Not Verified,CA,769.0,76113473,11.0,1
2016-02-01,B4,36 months,MORTGAGE,705.0,0.0,75.3,10.75,Individual,Verified,WY,709.0,70892625,11.0,1
2015-12-01,D4,36 months,RENT,675.0,0.0,27.6,17.57,Individual,Source Verified,NY,679.0,67808836,2.0,0
2015-08-01,D1,60 months,RENT,725.0,0.0,53.4,15.61,Individual,Source Verified,OK,729.0,55910599,7.0,1
2016-02-01,B1,36 months,RENT,710.0,0.0,9.0,8.39,Individual,Not Verified,NV,714.0,70964151,3.0,1
2015-05-01,C1,36 months,MORTGAGE,675.0,0.0,57.7,12.29,Individual,Not Verified,IN,679.0,48716657,2.0,1
2015-05-01,B1,36 months,MORTGAGE,685.0,1.0,28.0,8.18,Individual,Source Verified,CT,689.0,48755913,11.0,1
2015-09-01,D2,36 months,MORTGAGE,725.0,0.0,79.9,16.55,Individual,Source Verified,LA,729.0,58993605,11.0,1
2015-04-01,A5,36 months,MORTGAGE,685.0,0.0,56.1,7.89,Individual,Not Verified,WI,689.0,45754451,11.0,1
2015-11-01,C1,36 months,RENT,765.0,0.0,17.9,12.05,Individual,Verified,IL,769.0,63978104,3.0,1
2014-01-01,C3,36 months,MORTGAGE,675.0,1.0,42.1,14.98,Individual,Verified,UT,679.0,10616209,5.0,1
2015-08-01,D3,60 months,RENT,685.0,0.0,49.7,16.99,Individual,Source Verified,TX,689.0,57722344,1.0,0
2015-12-01,C1,36 months,RENT,665.0,1.0,8.6,11.99,Individual,Not Verified,CA,669.0,67296656,2.0,1
2016-03-01,E2,36 months,MORTGAGE,715.0,1.0,9.0,20.75,Individual,Verified,MS,719.0,75160059,11.0,1
2014-07-01,B5,36 months,RENT,745.0,0.0,13.2,12.49,Individual,Not Verified,NY,749.0,21200757,5.0,1
2015-04-01,E5,36 months,RENT,670.0,1.0,28.8,21.67,Individual,Source Verified,NY,674.0,44825766,3.0,0
2015-06-01,D2,60 months,MORTGAGE,665.0,4.0,59.6,16.55,Individual,Source Verified,WV,669.0,50941311,8.0,0
2014-03-01,C3,36 months,MORTGAGE,670.0,0.0,67.6,14.64,Individual,Source Verified,TN,674.0,12905652,4.0,1
2015-11-01,B5,36 months,MORTGAGE,670.0,1.0,95.0,11.53,Individual,Verified,NY,674.0,61942443,11.0,1
2016-03-01,D5,60 months,RENT,695.0,0.0,66.2,19.53,Individual,Source Verified,NY,699.0,74954695,6.0,1
2015-11-01,C5,36 months,MORTGAGE,670.0,0.0,81.7,14.33,Individual,Source Verified,MD,674.0,65412245,11.0,1
2015-02-01,B5,36 months,RENT,665.0,0.0,94.1,11.53,Individual,Not Verified,NY,669.0,41060996,11.0,0
2015-10-01,C3,36 months,RENT,660.0,2.0,37.4,13.33,Individual,Not Verified,CT,664.0,60791110,1.0,1
2016-01-01,C4,36 months,RENT,670.0,0.0,24.8,13.99,Individual,Source Verified,TX,674.0,70371683,2.0,1
2016-02-01,D5,60 months,MORTGAGE,715.0,0.0,74.4,19.53,Individual,Not Verified,MA,719.0,70550630,0.0,0
2015-10-01,A2,36 months,MORTGAGE,680.0,0.0,39.3,6.24,Individual,Verified,NC,684.0,61358426,11.0,1
2016-03-01,C4,36 months,RENT,670.0,1.0,25.6,14.46,Individual,Verified,VA,674.0,73793333,11.0,1
2015-06-01,E2,60 months,RENT,685.0,0.0,56.7,18.55,Individual,Source Verified,CO,689.0,50606482,3.0,0
2016-02-01,A4,36 months,MORTGAGE,780.0,0.0,15.5,7.39,Individual,Not Verified,WA,784.0,70985487,11.0,1
2015-04-01,D2,60 months,RENT,675.0,0.0,77.0,16.55,Individual,Source Verified,MD,679.0,46358080,3.0,0
2015-10-01,B5,60 months,RENT,665.0,1.0,34.2,11.53,Individual,Source Verified,WA,669.0,60850420,11.0,1
2015-06-01,E3,60 months,OWN,680.0,0.0,41.7,19.19,Individual,Source Verified,NC,684.0,48031552,7.0,0
2014-01-01,B5,36 months,MORTGAGE,690.0,0.0,65.7,13.53,Individual,Not Verified,WV,694.0,10774975,1.0,1
2014-11-01,A3,36 months,RENT,660.0,7.0,70.7,7.12,Individual,Source Verified,IN,664.0,33351867,5.0,1
2015-01-01,D2,60 months,MORTGAGE,665.0,1.0,26.5,15.99,Individual,Source Verified,CT,669.0,38508046,11.0,0
2015-11-01,A4,36 months,MORTGAGE,745.0,0.0,54.3,7.26,Individual,Verified,PA,749.0,61662472,11.0,1
2015-02-01,B5,36 months,OWN,740.0,0.0,24.7,11.53,Individual,Source Verified,IN,744.0,40736991,3.0,1
2015-10-01,E2,60 months,MORTGAGE,675.0,0.0,75.6,18.55,Individual,Source Verified,OH,679.0,63355987,8.0,1
2016-02-01,C2,36 months,RENT,730.0,0.0,0.7,12.99,Individual,Source Verified,CA,734.0,72785679,11.0,1
2016-05-01,B3,36 months,MORTGAGE,720.0,0.0,22.8,9.75,Individual,Source Verified,CT,724.0,77296293,1.0,1
2015-07-01,B4,36 months,RENT,680.0,0.0,44.0,10.99,Individual,Verified,NJ,684.0,54048001,0.0,1
2016-01-01,C5,36 months,RENT,680.0,0.0,85.6,14.85,Individual,Verified,CA,684.0,68864260,2.0,1
2015-05-01,A2,36 months,RENT,710.0,0.0,50.8,6.24,Individual,Source Verified,CA,714.0,49944143,2.0,1
2016-05-01,C2,36 months,MORTGAGE,685.0,1.0,61.3,12.99,Individual,Not Verified,TX,689.0,80739636,7.0,1
2016-03-01,D3,60 months,RENT,675.0,4.0,36.0,18.25,Individual,Verified,NC,679.0,73701243,1.0,0
2015-12-01,B4,36 months,MORTGAGE,670.0,0.0,77.0,10.64,Individual,Source Verified,CA,674.0,66026014,11.0,1
2016-03-01,A1,36 months,RENT,755.0,0.0,21.7,5.32,Individual,Not Verified,DE,759.0,74596365,1.0,1
2016-01-01,B4,36 months,MORTGAGE,670.0,0.0,58.7,10.78,Individual,Not Verified,NY,674.0,68956405,6.0,1
2014-03-01,D1,60 months,MORTGAGE,715.0,0.0,35.0,16.59,Individual,Source Verified,WV,719.0,12295265,11.0,1
2015-04-01,C4,36 months,RENT,690.0,0.0,54.7,13.99,Individual,Verified,KS,694.0,46255198,1.0,0
2015-01-01,D4,60 months,MORTGAGE,670.0,0.0,84.9,17.14,Individual,Source Verified,LA,674.0,38614305,9.0,1
2014-05-01,C4,60 months,RENT,715.0,0.0,90.9,14.49,Individual,Verified,GA,719.0,15751371,11.0,0
2016-03-01,C5,36 months,RENT,680.0,3.0,36.4,15.31,Individual,Verified,OH,684.0,73688209,5.0,1
2015-08-01,B5,36 months,MORTGAGE,685.0,0.0,76.4,11.53,Individual,Verified,FL,689.0,59013195,0.0,1
2015-08-01,B4,36 months,MORTGAGE,715.0,0.0,58.5,10.99,Individual,Verified,TX,719.0,55228783,11.0,1
2014-03-01,B5,36 months,RENT,690.0,1.0,67.0,12.99,Individual,Not Verified,NC,694.0,12507292,3.0,1
2015-05-01,C5,36 months,MORTGAGE,690.0,0.0,99.9,14.65,Individual,Not Verified,NY,694.0,48202543,9.0,1
2015-04-01,A5,36 months,RENT,680.0,0.0,73.9,7.89,Individual,Not Verified,CT,684.0,44896991,2.0,1
2015-01-01,B3,36 months,RENT,695.0,0.0,33.6,10.49,Individual,Source Verified,AZ,699.0,39420518,7.0,1
2015-10-01,B1,36 months,RENT,665.0,1.0,75.0,8.18,Individual,Source Verified,CA,669.0,61401737,7.0,1
2016-02-01,B5,36 months,RENT,680.0,0.0,32.0,11.47,Individual,Verified,NY,684.0,70953015,3.0,1
2014-11-01,D5,36 months,MORTGAGE,680.0,0.0,66.9,17.86,Individual,Source Verified,FL,684.0,34383688,11.0,0
2015-07-01,A4,36 months,RENT,695.0,0.0,40.9,7.26,Individual,Source Verified,CA,699.0,56078815,1.0,1
2015-12-01,B4,36 months,OWN,665.0,1.0,38.2,10.64,Individual,Source Verified,FL,669.0,67418325,0.0,1
2016-03-01,C1,36 months,RENT,695.0,0.0,44.7,11.99,Individual,Verified,NY,699.0,74515052,0.0,1
2016-05-01,A4,36 months,RENT,695.0,0.0,52.5,7.39,Individual,Source Verified,TX,699.0,78579000,1.0,1
2014-10-01,E5,36 months,RENT,680.0,0.0,43.2,22.15,Individual,Verified,NV,684.0,28132189,7.0,0
2016-01-01,C5,36 months,RENT,670.0,1.0,53.1,14.85,Individual,Verified,FL,674.0,68772016,4.0,1
2014-07-01,B4,36 months,RENT,680.0,0.0,83.9,11.67,Individual,Source Verified,CA,684.0,22292378,0.0,1
2015-05-01,E2,60 months,MORTGAGE,660.0,1.0,56.5,18.84,Individual,Source Verified,FL,664.0,47675448,11.0,0
2015-10-01,D5,60 months,RENT,680.0,0.0,93.1,17.86,Individual,Verified,CA,684.0,61398842,4.0,1
2015-11-01,C4,36 months,RENT,690.0,0.0,80.1,13.67,Individual,Source Verified,FL,694.0,65615269,0.0,1
2014-11-01,C4,36 months,MORTGAGE,670.0,1.0,57.3,14.31,Individual,Not Verified,OH,674.0,34633526,11.0,1
2015-03-01,A3,36 months,MORTGAGE,680.0,0.0,57.2,6.68,Individual,Not Verified,IL,684.0,43429588,8.0,1
2015-09-01,B5,36 months,RENT,675.0,0.0,43.3,11.53,Individual,Source Verified,CT,679.0,58722860,3.0,0
2014-10-01,C2,36 months,RENT,730.0,0.0,36.1,13.35,Individual,Verified,CA,734.0,30525964,11.0,1
2016-02-01,B4,36 months,RENT,660.0,0.0,54.3,10.75,Individual,Verified,CA,664.0,71796859,11.0,1
2014-10-01,B4,36 months,RENT,660.0,1.0,53.0,11.67,Individual,Source Verified,CA,664.0,28954076,2.0,1
2015-09-01,B3,60 months,RENT,710.0,0.0,24.2,9.99,Individual,Not Verified,CA,714.0,60295718,2.0,0
2015-01-01,C2,60 months,MORTGAGE,660.0,0.0,55.1,12.99,Individual,Source Verified,PA,664.0,38494659,4.0,1
2015-10-01,D1,60 months,RENT,740.0,2.0,16.0,15.61,Individual,Source Verified,MD,744.0,63506982,11.0,0
2015-10-01,B4,36 months,RENT,745.0,0.0,55.3,10.99,Individual,Source Verified,TN,749.0,61449488,0.0,0
2016-02-01,C4,36 months,MORTGAGE,675.0,0.0,78.9,14.46,Individual,Source Verified,SC,679.0,70273484,8.0,1
2014-11-01,E4,60 months,MORTGAGE,665.0,2.0,70.9,20.99,Individual,Source Verified,CA,669.0,34813413,11.0,1
2015-09-01,D5,36 months,RENT,670.0,1.0,35.0,17.86,Individual,Verified,PA,674.0,60625279,6.0,1
2015-08-01,A5,36 months,OWN,665.0,0.0,52.6,7.89,Individual,Source Verified,TX,669.0,57732546,2.0,1
2016-03-01,B2,36 months,MORTGAGE,710.0,0.0,35.7,9.16,Individual,Not Verified,OH,714.0,73823910,0.0,1
2015-06-01,B1,36 months,RENT,675.0,0.0,78.8,8.18,Individual,Not Verified,IL,679.0,51828182,2.0,1
2014-08-01,C5,36 months,RENT,665.0,0.0,60.2,14.99,Individual,Source Verified,WV,669.0,22332035,4.0,1
2016-04-01,E1,60 months,MORTGAGE,720.0,0.0,52.9,19.99,Individual,Not Verified,CA,724.0,75388200,9.0,0
2014-10-01,E3,60 months,RENT,660.0,1.0,72.0,20.2,Individual,Source Verified,MN,664.0,28773601,1.0,0
2015-12-01,B5,36 months,MORTGAGE,685.0,0.0,52.2,11.22,Individual,Source Verified,LA,689.0,67317309,2.0,1
2014-02-01,C2,36 months,MORTGAGE,660.0,1.0,41.8,14.16,Individual,Source Verified,NC,664.0,12496506,11.0,1
2015-04-01,E2,60 months,MORTGAGE,675.0,1.0,62.0,18.84,Individual,Verified,MI,679.0,44125981,0.0,1
2016-05-01,E2,36 months,OWN,660.0,0.0,32.9,20.75,Individual,Verified,SC,664.0,77306385,6.0,1
2015-10-01,B4,60 months,OWN,750.0,0.0,34.0,10.99,Individual,Not Verified,MI,754.0,60772717,11.0,1
2016-06-01,D4,36 months,RENT,680.0,2.0,49.2,19.99,Individual,Verified,CA,684.0,82930617,2.0,1
2015-03-01,B1,36 months,MORTGAGE,735.0,0.0,18.6,8.18,Individual,Source Verified,CA,739.0,35893495,2.0,1
2016-03-01,A2,36 months,MORTGAGE,685.0,0.0,61.3,6.49,Individual,Not Verified,WI,689.0,75547429,1.0,1
2014-04-01,B1,36 months,RENT,705.0,0.0,76.6,9.67,Individual,Verified,CA,709.0,13848121,5.0,1
2016-02-01,B1,36 months,RENT,695.0,0.0,32.9,8.39,Individual,Source Verified,MA,699.0,72684918,2.0,1
2015-11-01,B2,36 months,MORTGAGE,690.0,0.0,49.4,9.17,Individual,Source Verified,CA,694.0,65715480,7.0,1
2015-04-01,C5,36 months,OWN,680.0,0.0,53.6,14.65,Individual,Not Verified,NJ,684.0,46348015,0.0,1
2015-10-01,A3,36 months,MORTGAGE,710.0,0.0,71.9,6.89,Individual,Not Verified,LA,714.0,61459456,11.0,1
2016-01-01,D4,60 months,RENT,730.0,0.0,22.5,17.97,Individual,Not Verified,CT,734.0,68994412,1.0,1
2015-09-01,C5,60 months,RENT,720.0,0.0,35.1,14.65,Individual,Verified,CA,724.0,60266062,8.0,1
2015-07-01,A5,36 months,MORTGAGE,675.0,0.0,89.3,7.89,Individual,Not Verified,MD,679.0,55410302,7.0,1
2015-05-01,A1,36 months,RENT,805.0,0.0,0.0,5.32,Individual,Verified,PA,809.0,49524022,11.0,1
2015-10-01,C4,36 months,MORTGAGE,670.0,0.0,25.1,13.99,Individual,Not Verified,GA,674.0,62794531,11.0,1
2016-03-01,A1,36 months,MORTGAGE,680.0,0.0,58.8,5.32,Individual,Not Verified,CA,684.0,74602655,11.0,1
2014-05-01,D2,60 months,MORTGAGE,660.0,1.0,60.0,16.29,Individual,Not Verified,IN,664.0,16393111,8.0,1
2015-12-01,C4,60 months,RENT,685.0,0.0,56.9,13.67,Individual,Not Verified,MN,689.0,65766571,6.0,0
2015-12-01,C4,36 months,MORTGAGE,695.0,0.0,89.7,13.67,Individual,Verified,VA,699.0,67808970,11.0,1
2014-11-01,C2,60 months,MORTGAGE,735.0,0.0,10.5,12.99,Individual,Not Verified,NY,739.0,32519013,3.0,1
2015-10-01,E1,60 months,OWN,660.0,0.0,20.8,18.25,Individual,Source Verified,CA,664.0,60964136,7.0,1
2015-06-01,C3,36 months,MORTGAGE,660.0,0.0,71.4,13.33,Individual,Not Verified,GA,664.0,51696308,5.0,1
2014-06-01,C3,60 months,MORTGAGE,740.0,0.0,33.1,13.98,Individual,Source Verified,CT,744.0,18905276,9.0,0
2016-04-01,D1,60 months,RENT,675.0,0.0,81.3,16.29,Individual,Source Verified,FL,679.0,77377116,11.0,0
2015-04-01,D1,60 months,MORTGAGE,705.0,0.0,78.9,15.61,Individual,Source Verified,WA,709.0,46682335,11.0,0
2015-08-01,B1,36 months,MORTGAGE,700.0,0.0,32.6,8.18,Individual,Not Verified,CA,704.0,58450918,8.0,1
2015-07-01,E1,36 months,MORTGAGE,665.0,0.0,97.0,18.25,Individual,Verified,DE,669.0,55255433,11.0,1
2015-07-01,B3,36 months,RENT,670.0,2.0,34.1,9.99,Individual,Source Verified,WI,674.0,55565050,0.0,1
2016-01-01,A4,36 months,MORTGAGE,690.0,0.0,51.7,7.49,Individual,Not Verified,KY,694.0,69226450,1.0,1
2015-10-01,E1,60 months,MORTGAGE,680.0,0.0,27.5,18.25,Individual,Source Verified,OK,684.0,61480155,11.0,0
2015-07-01,C3,36 months,MORTGAGE,690.0,0.0,58.7,13.33,Individual,Source Verified,IL,694.0,55099357,1.0,1
2014-07-01,A3,36 months,MORTGAGE,785.0,0.0,42.4,7.12,Individual,Source Verified,NC,789.0,21431344,5.0,1
2014-12-01,B4,36 months,RENT,680.0,0.0,92.4,11.44,Individual,Source Verified,WA,684.0,37397113,11.0,1
2015-12-01,A1,36 months,RENT,750.0,0.0,30.0,5.32,Individual,Not Verified,NY,754.0,67277172,11.0,1
2015-04-01,B5,36 months,OWN,670.0,1.0,65.4,11.53,Individual,Not Verified,NY,674.0,45474327,11.0,1
2014-05-01,C2,36 months,RENT,660.0,0.0,62.1,13.35,Individual,Not Verified,HI,664.0,16412408,11.0,1
2015-07-01,C3,36 months,RENT,700.0,0.0,40.0,13.33,Individual,Verified,OH,704.0,53040410,0.0,1
2016-06-01,B4,36 months,MORTGAGE,665.0,0.0,39.3,10.99,Individual,Source Verified,IL,669.0,82799210,3.0,0
2014-09-01,A5,36 months,RENT,800.0,0.0,14.5,8.39,Individual,Source Verified,CT,804.0,26289545,2.0,1
2015-04-01,D3,60 months,MORTGAGE,675.0,0.0,83.7,16.99,Individual,Source Verified,MD,679.0,46044232,11.0,0
2014-11-01,C1,60 months,MORTGAGE,695.0,0.0,85.5,12.39,Individual,Source Verified,CO,699.0,34021966,11.0,1
2014-01-01,B1,36 months,OWN,670.0,0.0,52.4,9.67,Individual,Verified,TX,674.0,11054906,3.0,1
2014-10-01,B4,36 months,OWN,680.0,1.0,75.8,11.67,Individual,Verified,NY,684.0,29715534,11.0,1
2016-05-01,B3,36 months,RENT,675.0,2.0,28.8,9.75,Individual,Not Verified,MN,679.0,79002961,11.0,1
2015-08-01,A1,36 months,RENT,695.0,0.0,42.2,5.32,Individual,Source Verified,CA,699.0,57256178,3.0,1
2014-02-01,C5,36 months,OWN,680.0,0.0,26.1,15.61,Individual,Verified,TX,684.0,11764656,11.0,1
2015-04-01,A5,36 months,MORTGAGE,670.0,0.0,61.6,7.89,Individual,Verified,OH,674.0,45394345,11.0,1
2015-02-01,D2,36 months,RENT,700.0,0.0,20.2,15.99,Individual,Source Verified,NY,704.0,40353917,11.0,1
2014-11-01,D1,60 months,RENT,705.0,0.0,70.1,15.59,Individual,Source Verified,TX,709.0,35441210,11.0,0
2014-08-01,B3,36 months,MORTGAGE,680.0,1.0,44.3,10.99,Individual,Source Verified,IN,684.0,24234889,11.0,1
2016-04-01,A3,36 months,MORTGAGE,685.0,0.0,35.3,6.97,Individual,Not Verified,OH,689.0,76332534,0.0,1
2014-08-01,A2,36 months,RENT,710.0,0.0,79.6,6.49,Individual,Source Verified,CO,714.0,23343340,11.0,1
2015-08-01,C5,60 months,RENT,705.0,0.0,92.7,14.65,Individual,Not Verified,CA,709.0,56523075,11.0,1
2015-06-01,B3,36 months,RENT,725.0,0.0,79.5,9.99,Individual,Source Verified,NY,729.0,51857363,11.0,1
2015-04-01,F3,60 months,MORTGAGE,690.0,0.0,27.2,24.5,Individual,Source Verified,MN,694.0,46436219,7.0,1
2014-02-01,C5,60 months,MORTGAGE,670.0,0.0,48.5,15.61,Individual,Source Verified,TX,674.0,12465647,11.0,1
2015-12-01,B1,36 months,MORTGAGE,695.0,0.0,36.4,8.38,Individual,Not Verified,MI,699.0,67969220,3.0,1
2015-04-01,C2,36 months,RENT,665.0,0.0,57.6,12.69,Individual,Source Verified,CA,669.0,43520353,5.0,1
2015-03-01,F2,36 months,RENT,660.0,0.0,85.5,23.99,Individual,Verified,TX,664.0,43924597,5.0,1
2016-03-01,A1,36 months,MORTGAGE,690.0,1.0,32.2,5.32,Individual,Not Verified,IL,694.0,73691800,11.0,1
2014-01-01,B3,36 months,RENT,725.0,0.0,20.3,11.99,Individual,Source Verified,NJ,729.0,11034647,4.0,1
2015-11-01,A1,36 months,MORTGAGE,735.0,0.0,23.1,5.32,Individual,Not Verified,AR,739.0,66104573,11.0,1
2014-09-01,B1,36 months,RENT,770.0,0.0,7.8,9.17,Individual,Source Verified,IL,774.0,26218057,3.0,1
2015-10-01,B4,36 months,RENT,685.0,0.0,31.1,10.99,Individual,Verified,TX,689.0,61542262,0.0,0
2015-07-01,B5,36 months,RENT,775.0,0.0,8.1,11.53,Individual,Not Verified,CA,779.0,54534365,5.0,1
2014-07-01,A2,36 months,MORTGAGE,730.0,0.0,41.8,6.49,Individual,Verified,NY,734.0,21059969,0.0,1
2016-05-01,B5,60 months,RENT,665.0,1.0,30.1,11.47,Individual,Not Verified,FL,669.0,78368204,2.0,1
2015-06-01,C3,36 months,RENT,670.0,1.0,15.3,13.33,Individual,Source Verified,FL,674.0,52668670,3.0,1
2016-01-01,B1,36 months,OWN,715.0,0.0,16.3,8.49,Individual,Source Verified,MI,719.0,69733536,11.0,1
2016-04-01,E3,60 months,MORTGAGE,695.0,0.0,83.2,21.18,Individual,Verified,FL,699.0,76192089,6.0,1
2015-07-01,B1,60 months,RENT,705.0,0.0,56.5,8.18,Individual,Source Verified,TX,709.0,53924232,11.0,0
2014-09-01,B1,36 months,MORTGAGE,675.0,1.0,48.1,9.17,Individual,Source Verified,NY,679.0,26900134,11.0,1
2014-11-01,B4,60 months,MORTGAGE,785.0,0.0,20.0,11.44,Individual,Verified,KS,789.0,34332599,11.0,0
2015-12-01,B1,36 months,MORTGAGE,675.0,0.0,78.0,8.38,Individual,Source Verified,OH,679.0,66250256,0.0,1
2014-04-01,B2,36 months,RENT,685.0,0.0,21.3,10.99,Individual,Source Verified,MN,689.0,13667772,3.0,1
2015-08-01,A3,36 months,RENT,765.0,0.0,2.0,6.89,Individual,Not Verified,NY,769.0,59309295,2.0,1
2016-06-01,A2,36 months,MORTGAGE,725.0,0.0,64.2,6.99,Individual,Source Verified,MT,729.0,81357215,11.0,1
2015-05-01,C2,36 months,MORTGAGE,720.0,0.0,35.1,12.69,Individual,Source Verified,NH,724.0,45374720,4.0,1
2014-10-01,A5,36 months,RENT,705.0,0.0,35.4,8.39,Individual,Verified,CA,709.0,29934702,9.0,1
2015-10-01,D3,36 months,OWN,690.0,0.0,67.9,16.99,Individual,Source Verified,TX,694.0,62315337,6.0,1
2015-09-01,D1,60 months,MORTGAGE,710.0,0.0,88.7,15.61,Individual,Source Verified,WA,714.0,59070841,3.0,1
2016-06-01,B3,36 months,RENT,720.0,0.0,30.3,9.75,Individual,Source Verified,CA,724.0,78469180,6.0,0
2015-12-01,C2,36 months,RENT,780.0,0.0,3.8,12.59,Individual,Verified,WY,784.0,66340697,0.0,1
2014-07-01,D4,36 months,OWN,675.0,0.0,62.0,17.57,Individual,Not Verified,AR,679.0,22431975,1.0,1
