issue_d,sub_grade,term,home_ownership,fico_range_low,total_acc,pub_rec,revol_util,annual_inc,int_rate,dti,purpose,mort_acc,loan_amnt,application_type,installment,verification_status,pub_rec_bankruptcies,addr_state,initial_list_status,fico_range_high,revol_bal,id,open_acc,emp_length,loan_status,time_to_earliest_cr_line
2014-02-01,C3, 36 months,RENT,665.0,20.0,0.0,90.1,35000.0,14.64,25.62,debt_consolidation,0.0,14700.0,Individual,507.0,Not Verified,0.0,NY,w,669.0,15670.0,12425768,8.0,11.0,1,565574.4
2014-02-01,E5, 60 months,RENT,675.0,43.0,0.0,95.2,45000.0,22.45,25.44,debt_consolidation,0.0,12925.0,Individual,360.29,Source Verified,0.0,MI,w,679.0,31695.0,12445812,22.0,5.0,1,1380844.8
2014-02-01,A3, 36 months,RENT,725.0,16.0,0.0,57.5,40000.0,7.62,22.05,credit_card,3.0,16000.0,Individual,498.59,Not Verified,0.0,NV,w,729.0,6206.0,12465796,8.0,3.0,1,257817.6
2014-02-01,E3, 60 months,RENT,700.0,24.0,0.0,74.6,45000.0,21.18,11.72,debt_consolidation,0.0,16150.0,Individual,438.55,Source Verified,0.0,CA,w,704.0,10363.0,12525859,10.0,1.0,0,344736.0
2014-02-01,B3, 36 months,MORTGAGE,690.0,30.0,0.0,52.0,61000.0,11.99,15.48,debt_consolidation,3.0,16000.0,Individual,531.36,Not Verified,0.0,TX,w,694.0,13717.0,12465798,7.0,1.0,1,507600.0
2014-02-01,E4, 60 months,RENT,665.0,8.0,2.0,57.0,75000.0,21.99,1.6,major_purchase,0.0,12000.0,Individual,331.36,Source Verified,0.0,GA,f,669.0,3190.0,12445822,3.0,11.0,0,286675.2
2014-02-01,B4, 36 months,MORTGAGE,735.0,26.0,0.0,58.2,125000.0,12.49,12.49,debt_consolidation,2.0,30000.0,Individual,1003.47,Source Verified,0.0,GA,w,739.0,24023.0,12435807,10.0,3.0,1,681264.0
2014-02-01,B3, 36 months,MORTGAGE,665.0,25.0,1.0,38.4,97500.0,11.99,4.6,debt_consolidation,2.0,6850.0,Individual,227.49,Not Verified,1.0,MA,w,669.0,3912.0,12445907,7.0,5.0,1,386640.0
2014-02-01,B4, 36 months,MORTGAGE,705.0,17.0,0.0,53.8,39000.0,12.49,32.1,debt_consolidation,0.0,11000.0,Individual,367.94,Source Verified,0.0,CA,f,709.0,18067.0,12505883,11.0,5.0,1,541814.4
2014-02-01,B4, 36 months,RENT,720.0,27.0,1.0,37.1,56160.0,12.49,27.31,debt_consolidation,0.0,11200.0,Individual,374.63,Source Verified,0.0,CA,f,724.0,11476.0,12505616,20.0,11.0,1,310435.2
2014-02-01,A2, 36 months,MORTGAGE,745.0,27.0,0.0,43.8,85000.0,6.62,19.09,debt_consolidation,3.0,24000.0,Individual,736.89,Not Verified,0.0,GA,w,749.0,29639.0,12435830,15.0,11.0,1,589248.0
2014-02-01,B5, 36 months,MORTGAGE,710.0,24.0,1.0,43.5,60000.0,12.99,27.84,debt_consolidation,2.0,16225.0,Individual,546.61,Source Verified,1.0,MD,w,714.0,9565.0,12455817,12.0,1.0,1,620784.0
2014-02-01,E1, 60 months,MORTGAGE,680.0,64.0,1.0,42.1,67000.0,19.99,20.49,debt_consolidation,7.0,25000.0,Individual,662.21,Source Verified,1.0,NM,f,684.0,24755.0,12285493,18.0,11.0,1,463017.6
2014-02-01,B4, 60 months,RENT,705.0,14.0,0.0,84.9,60000.0,12.85,10.68,credit_card,4.0,12000.0,Individual,272.12,Source Verified,0.0,NJ,w,709.0,20466.0,10179029,8.0,5.0,1,807494.4
2014-02-01,B1, 36 months,RENT,675.0,18.0,0.0,82.2,114120.0,9.67,16.48,credit_card,3.0,10000.0,Individual,321.13,Not Verified,0.0,NV,f,679.0,8135.0,12515836,6.0,0.0,1,331516.8
2014-02-01,A1, 36 months,MORTGAGE,715.0,24.0,0.0,48.2,189000.0,6.03,10.68,credit_card,4.0,21000.0,Individual,639.15,Not Verified,0.0,CT,w,719.0,41485.0,12525851,11.0,2.0,1,607564.8
2014-02-01,A5, 36 months,MORTGAGE,700.0,28.0,0.0,55.1,52000.0,8.9,23.93,debt_consolidation,2.0,10000.0,Individual,317.54,Not Verified,0.0,TX,w,704.0,4521.0,12515788,9.0,1.0,1,460425.6
2014-02-01,C4, 36 months,MORTGAGE,670.0,25.0,0.0,57.8,42000.0,15.31,18.54,credit_card,2.0,3500.0,Individual,121.87,Not Verified,0.0,IN,w,674.0,19303.0,12445820,13.0,11.0,0,391910.4
2014-02-01,A3, 36 months,MORTGAGE,740.0,30.0,0.0,64.2,127000.0,7.62,10.85,debt_consolidation,3.0,11800.0,Individual,367.71,Not Verified,0.0,MI,w,744.0,18927.0,12525796,8.0,11.0,1,507600.0
2014-02-01,C3, 60 months,RENT,690.0,30.0,0.0,64.0,55000.0,14.98,17.98,debt_consolidation,6.0,12000.0,Individual,285.36,Verified,0.0,VA,f,694.0,9492.0,10755292,6.0,0.0,1,831168.0
2014-02-01,A5, 36 months,MORTGAGE,710.0,25.0,0.0,59.9,76000.0,8.9,19.58,credit_card,1.0,21000.0,Individual,666.82,Verified,0.0,GA,w,714.0,36737.0,12435726,13.0,3.0,1,712886.4
2014-02-01,A5, 36 months,MORTGAGE,720.0,20.0,0.0,77.0,140000.0,8.9,14.3,debt_consolidation,6.0,15000.0,Individual,476.3,Source Verified,0.0,AL,w,724.0,196438.0,12505939,8.0,11.0,1,1036281.6
2014-02-01,D4, 60 months,MORTGAGE,660.0,24.0,1.0,89.6,53000.0,18.92,14.7,debt_consolidation,1.0,20000.0,Individual,517.94,Verified,1.0,FL,f,664.0,20522.0,12495901,14.0,11.0,1,336787.2
2014-02-01,D3, 36 months,RENT,660.0,45.0,0.0,62.8,80000.0,18.25,26.67,credit_card,0.0,15000.0,Individual,544.17,Source Verified,0.0,CA,f,664.0,51216.0,12465215,22.0,11.0,0,299894.4
2014-02-01,D2, 60 months,MORTGAGE,715.0,17.0,0.0,103.5,76000.0,17.57,13.47,debt_consolidation,4.0,32000.0,Individual,805.13,Source Verified,0.0,CA,w,719.0,31036.0,12445248,7.0,8.0,1,531360.0
2014-02-01,A5, 36 months,MORTGAGE,745.0,11.0,0.0,8.7,45000.0,8.9,18.8,debt_consolidation,1.0,10000.0,Individual,317.54,Not Verified,0.0,MD,w,749.0,1821.0,12525813,11.0,4.0,1,107913.6
2014-02-01,B1, 36 months,MORTGAGE,665.0,15.0,0.0,80.0,48000.0,9.67,14.45,credit_card,1.0,12800.0,Individual,411.04,Not Verified,0.0,GA,f,669.0,7199.0,12475916,8.0,9.0,1,323568.0
2014-02-01,B3, 36 months,MORTGAGE,665.0,50.0,0.0,62.1,40000.0,11.99,17.82,debt_consolidation,0.0,5000.0,Individual,166.05,Not Verified,0.0,MN,w,669.0,7577.0,11764902,11.0,3.0,1,342057.6
2014-02-01,D1, 36 months,OWN,675.0,10.0,1.0,44.0,60000.0,16.59,10.06,debt_consolidation,0.0,6200.0,Individual,219.79,Source Verified,1.0,NY,f,679.0,5624.0,12297362,7.0,4.0,1,263088.0
2014-02-01,B2, 36 months,MORTGAGE,660.0,21.0,2.0,33.2,60000.0,10.99,6.6,debt_consolidation,3.0,9000.0,Individual,294.61,Verified,0.0,WI,f,664.0,9541.0,10675779,12.0,11.0,1,520819.2
2014-02-01,B5, 36 months,RENT,670.0,45.0,0.0,64.5,80000.0,12.99,23.78,debt_consolidation,0.0,20000.0,Individual,673.79,Source Verified,0.0,MA,w,674.0,18125.0,12287204,25.0,2.0,1,302572.8
2014-02-01,D2, 36 months,RENT,670.0,9.0,0.0,92.1,62500.0,17.57,16.02,credit_card,0.0,13900.0,Individual,499.53,Not Verified,0.0,MA,f,674.0,10228.0,12307434,7.0,3.0,1,297216.0
2014-02-01,C5, 60 months,MORTGAGE,675.0,25.0,0.0,89.8,67000.0,15.61,17.52,credit_card,2.0,24000.0,Individual,578.68,Source Verified,0.0,CA,f,679.0,16704.0,12405824,10.0,4.0,1,318297.6
2014-02-01,B2, 60 months,RENT,725.0,28.0,0.0,36.3,74000.0,10.99,7.67,credit_card,0.0,17000.0,Individual,369.54,Source Verified,0.0,NY,w,729.0,14069.0,12385817,16.0,11.0,1,639100.8
2014-02-01,C3, 36 months,MORTGAGE,685.0,15.0,0.0,67.1,71000.0,14.64,23.97,debt_consolidation,1.0,10000.0,Individual,344.9,Not Verified,0.0,CA,w,689.0,15571.0,12405792,10.0,11.0,1,610243.2
2014-02-01,A1, 36 months,RENT,720.0,24.0,0.0,61.1,65000.0,6.03,20.88,credit_card,0.0,24000.0,Individual,730.46,Source Verified,0.0,CO,w,724.0,23219.0,12385741,13.0,0.0,1,286675.2
2014-02-01,C2, 60 months,MORTGAGE,665.0,30.0,0.0,39.6,90000.0,14.16,16.24,debt_consolidation,9.0,20000.0,Individual,467.03,Source Verified,0.0,PA,f,669.0,18402.0,12264934,13.0,3.0,1,841708.8
2014-02-01,E4, 60 months,MORTGAGE,680.0,17.0,0.0,94.3,70000.0,21.99,15.37,debt_consolidation,2.0,20800.0,Individual,574.36,Not Verified,0.0,AL,f,684.0,15179.0,12415815,10.0,2.0,1,360374.4
2014-02-01,E3, 60 months,OWN,700.0,23.0,0.0,67.0,85000.0,21.18,6.69,other,2.0,33950.0,Individual,921.91,Source Verified,0.0,IL,f,704.0,11325.0,12297213,8.0,7.0,1,423446.4
2014-02-01,E2, 60 months,MORTGAGE,670.0,46.0,0.0,58.0,60000.0,20.49,29.16,debt_consolidation,3.0,25200.0,Individual,674.54,Source Verified,0.0,GA,f,674.0,17509.0,12395757,18.0,3.0,1,302572.8
2014-02-01,C3, 36 months,RENT,670.0,21.0,1.0,34.3,60000.0,14.64,6.76,debt_consolidation,0.0,5000.0,Individual,172.45,Source Verified,0.0,NY,f,674.0,3468.0,11684863,15.0,5.0,1,1078358.4
2014-02-01,F3, 36 months,MORTGAGE,665.0,24.0,1.0,70.3,40000.0,24.5,26.94,debt_consolidation,0.0,11950.0,Individual,471.98,Source Verified,1.0,FL,f,669.0,24130.0,12415838,18.0,11.0,1,378691.2
2014-02-01,D4, 36 months,OWN,730.0,10.0,0.0,1.1,16000.0,18.92,2.63,home_improvement,0.0,6350.0,Individual,232.51,Verified,0.0,MA,f,734.0,191.0,11718301,3.0,0.0,1,562896.0
2014-02-01,E4, 60 months,RENT,670.0,41.0,0.0,55.7,60000.0,21.99,23.76,debt_consolidation,0.0,14000.0,Individual,386.59,Source Verified,0.0,NJ,w,674.0,14495.0,12385731,19.0,5.0,0,502502.4
2014-02-01,D1, 36 months,MORTGAGE,665.0,36.0,1.0,64.1,38000.0,16.59,24.26,debt_consolidation,2.0,4825.0,Individual,171.05,Source Verified,1.0,KY,f,669.0,3140.0,12395562,21.0,4.0,1,360374.4
2014-02-01,C1, 36 months,MORTGAGE,660.0,47.0,0.0,61.1,52000.0,13.65,15.73,debt_consolidation,1.0,13500.0,Individual,459.11,Not Verified,0.0,TN,w,664.0,14109.0,12415823,22.0,3.0,1,307843.2
2014-02-01,B1, 36 months,OWN,695.0,40.0,0.0,59.1,53000.0,9.67,25.91,debt_consolidation,1.0,6000.0,Individual,192.68,Verified,0.0,NY,f,699.0,6438.0,12415582,20.0,7.0,1,489283.2
2014-02-01,B2, 36 months,MORTGAGE,665.0,46.0,0.0,42.3,36000.0,10.99,21.95,credit_card,3.0,6000.0,Individual,196.41,Not Verified,0.0,MN,f,669.0,7103.0,11428467,21.0,11.0,1,378691.2
2014-02-01,F1, 36 months,MORTGAGE,700.0,22.0,0.0,91.7,41000.0,23.43,24.5,other,1.0,2000.0,Individual,77.87,Not Verified,0.0,AL,f,704.0,19542.0,12415743,10.0,11.0,1,457747.2
2014-02-01,C3, 36 months,RENT,695.0,23.0,0.0,34.1,65000.0,14.64,22.29,debt_consolidation,3.0,11200.0,Individual,386.29,Source Verified,0.0,VA,f,699.0,4574.0,12395758,10.0,11.0,1,428803.2
2014-02-01,B1, 36 months,RENT,715.0,20.0,0.0,90.3,54000.0,9.67,21.58,debt_consolidation,0.0,22625.0,Individual,726.55,Source Verified,0.0,AZ,w,719.0,25382.0,12395762,6.0,7.0,1,552355.2
2014-02-01,C2, 36 months,MORTGAGE,680.0,52.0,1.0,57.4,45800.0,14.16,25.97,home_improvement,0.0,8000.0,Individual,274.05,Not Verified,1.0,LA,f,684.0,8039.0,12134849,12.0,3.0,1,828489.6
2014-02-01,D5, 60 months,OWN,660.0,46.0,1.0,73.5,65000.0,19.47,10.04,debt_consolidation,8.0,14000.0,Individual,366.8,Source Verified,1.0,NJ,f,664.0,6250.0,12385729,18.0,11.0,1,670636.8
2014-02-01,B2, 36 months,RENT,680.0,16.0,1.0,40.0,64000.0,10.99,3.36,debt_consolidation,0.0,5000.0,Individual,163.67,Source Verified,1.0,HI,w,684.0,5633.0,11445443,11.0,11.0,1,412905.6
2014-02-01,C3, 36 months,MORTGAGE,710.0,19.0,0.0,73.0,40000.0,14.64,21.6,debt_consolidation,2.0,7250.0,Individual,250.05,Source Verified,0.0,CT,f,714.0,14449.0,12415810,7.0,11.0,1,528768.0
2014-02-01,D5, 60 months,MORTGAGE,700.0,31.0,0.0,96.4,72000.0,19.47,30.5,debt_consolidation,2.0,30000.0,Individual,786.0,Verified,0.0,KY,f,704.0,25734.0,11966309,9.0,1.0,1,589248.0
2014-02-01,E1, 60 months,RENT,660.0,21.0,0.0,92.6,41000.0,19.99,23.16,debt_consolidation,0.0,16300.0,Individual,431.76,Not Verified,0.0,NY,f,664.0,18529.0,12297364,6.0,8.0,0,402537.6
2014-02-01,D4, 36 months,RENT,660.0,9.0,0.0,87.5,52000.0,18.92,18.9,debt_consolidation,0.0,18650.0,Individual,682.89,Not Verified,0.0,GA,f,664.0,13295.0,11368466,3.0,9.0,1,757382.4
2014-02-01,C1, 36 months,MORTGAGE,685.0,18.0,0.0,64.7,88000.0,13.65,16.41,debt_consolidation,1.0,9600.0,Individual,326.48,Not Verified,0.0,TX,w,689.0,3753.0,11625560,6.0,11.0,1,731203.2
2014-02-01,A5, 36 months,RENT,705.0,14.0,0.0,69.9,35000.0,8.9,14.13,credit_card,0.0,8000.0,Individual,254.03,Not Verified,0.0,CA,w,709.0,17680.0,12405586,6.0,3.0,1,365731.2
2014-02-01,B5, 36 months,OWN,665.0,23.0,0.0,51.6,24000.0,12.99,31.45,debt_consolidation,0.0,6000.0,Individual,202.14,Source Verified,0.0,TN,w,669.0,12478.0,11718469,11.0,4.0,1,938995.2
2014-02-01,A1, 36 months,MORTGAGE,785.0,27.0,0.0,19.7,29000.0,6.03,16.51,credit_card,4.0,12000.0,Individual,365.23,Verified,0.0,VA,w,789.0,13355.0,12286572,13.0,7.0,1,1194048.0
2014-02-01,C5, 36 months,RENT,700.0,15.0,0.0,49.4,20000.0,15.61,32.83,credit_card,0.0,7000.0,Individual,244.76,Source Verified,0.0,CA,w,704.0,7113.0,11505156,11.0,3.0,1,242092.8
2014-02-01,C5, 36 months,RENT,660.0,18.0,0.0,79.7,52000.0,15.61,20.91,debt_consolidation,0.0,10400.0,Individual,363.64,Not Verified,0.0,FL,f,664.0,10036.0,11896628,11.0,11.0,1,363052.8
2014-02-01,B3, 36 months,RENT,665.0,31.0,1.0,41.0,22000.0,11.99,26.46,credit_card,0.0,4000.0,Individual,132.84,Verified,0.0,TX,w,669.0,4467.0,11445225,14.0,0.0,1,1225670.4
2014-02-01,B5, 36 months,RENT,660.0,9.0,1.0,49.2,26000.0,12.99,7.94,debt_consolidation,0.0,7000.0,Individual,235.83,Not Verified,0.0,MD,w,664.0,4475.0,12395212,8.0,0.0,1,418176.0
2014-02-01,B5, 36 months,MORTGAGE,715.0,17.0,0.0,72.6,67000.0,12.99,19.38,debt_consolidation,5.0,20000.0,Individual,673.79,Verified,0.0,UT,w,719.0,16690.0,12385369,9.0,0.0,1,431395.2
2014-02-01,C3, 60 months,MORTGAGE,720.0,21.0,0.0,77.8,40000.0,14.64,19.8,debt_consolidation,2.0,11000.0,Individual,259.62,Source Verified,0.0,TX,f,724.0,10891.0,12265862,7.0,0.0,1,815356.8
2014-02-01,D4, 60 months,MORTGAGE,740.0,18.0,0.0,21.8,44000.0,18.92,28.78,small_business,3.0,14900.0,Individual,385.86,Verified,0.0,WA,f,744.0,5958.0,11718223,8.0,11.0,1,365731.2
2014-02-01,B5, 36 months,RENT,740.0,12.0,0.0,22.8,65000.0,12.99,2.68,debt_consolidation,2.0,5950.0,Individual,200.46,Not Verified,0.0,CA,w,744.0,1460.0,11695227,6.0,1.0,0,457747.2
2014-02-01,E5, 36 months,MORTGAGE,660.0,31.0,0.0,46.6,28000.0,22.45,28.46,debt_consolidation,1.0,10000.0,Individual,384.24,Source Verified,0.0,LA,w,664.0,6246.0,12525946,12.0,0.0,0,215827.2
2014-02-01,E2, 36 months,RENT,660.0,16.0,0.0,58.7,65000.0,20.49,28.36,debt_consolidation,0.0,24625.0,Individual,921.32,Source Verified,0.0,FL,f,664.0,16154.0,12525950,8.0,11.0,0,489283.2
2014-02-01,F3, 36 months,MORTGAGE,660.0,41.0,1.0,92.0,37224.0,24.5,30.92,home_improvement,2.0,8000.0,Individual,315.97,Verified,1.0,WA,w,664.0,4786.0,12545218,9.0,0.0,1,478742.4
2014-02-01,B2, 36 months,RENT,665.0,6.0,3.0,78.4,36898.0,10.99,10.47,credit_card,0.0,7000.0,Individual,229.14,Verified,1.0,MN,w,669.0,3137.0,12535099,3.0,0.0,1,802137.6
2014-02-01,F3, 60 months,MORTGAGE,685.0,22.0,0.0,52.7,169000.0,24.5,7.73,other,3.0,35000.0,Individual,1017.07,Source Verified,0.0,FL,f,689.0,11961.0,11444655,10.0,11.0,1,512870.4
2014-02-01,C4, 36 months,MORTGAGE,670.0,19.0,0.0,81.1,146000.0,15.31,12.19,debt_consolidation,4.0,15000.0,Individual,522.26,Not Verified,0.0,FL,f,674.0,4540.0,12525919,8.0,3.0,1,707529.6
2014-02-01,D4, 60 months,MORTGAGE,675.0,32.0,0.0,57.9,65000.0,18.92,27.71,debt_consolidation,6.0,10400.0,Individual,269.33,Source Verified,0.0,WV,w,679.0,34258.0,12416018,19.0,11.0,0,352512.0
2014-02-01,D1, 60 months,MORTGAGE,740.0,20.0,0.0,40.4,111408.0,16.59,8.05,medical,2.0,25000.0,Individual,615.82,Source Verified,0.0,CA,w,744.0,13342.0,12456054,9.0,11.0,1,386640.0
2014-02-01,C2, 36 months,MORTGAGE,685.0,54.0,1.0,67.0,250000.0,14.16,14.61,home_improvement,3.0,10000.0,Individual,342.56,Verified,1.0,NC,f,689.0,29808.0,12426034,20.0,11.0,1,544406.4
2014-02-01,D3, 36 months,RENT,665.0,17.0,1.0,70.5,40000.0,18.25,20.91,credit_card,0.0,4000.0,Individual,145.12,Verified,1.0,CA,w,669.0,10156.0,12385979,11.0,11.0,0,415584.0
2014-02-01,D1, 60 months,MORTGAGE,715.0,26.0,1.0,58.1,81000.0,16.59,27.94,home_improvement,6.0,14400.0,Individual,354.72,Source Verified,1.0,LA,f,719.0,18348.0,12277510,12.0,2.0,1,615513.6
2014-02-01,D3, 36 months,OWN,680.0,14.0,0.0,91.6,22100.0,18.25,13.53,credit_card,0.0,8325.0,Individual,302.02,Not Verified,0.0,WY,w,684.0,7877.0,12416091,8.0,2.0,1,444528.0
2014-02-01,C3, 36 months,RENT,690.0,20.0,0.0,79.2,36000.0,14.98,26.43,debt_consolidation,0.0,10300.0,Individual,356.96,Verified,0.0,CA,f,694.0,19089.0,10675427,14.0,0.0,1,307843.2
2014-02-01,B2, 36 months,MORTGAGE,740.0,42.0,0.0,31.7,110000.0,10.99,19.62,debt_consolidation,7.0,35000.0,Individual,1145.69,Verified,0.0,TN,f,744.0,29037.0,11936910,11.0,7.0,1,1194048.0
2014-02-01,B3, 36 months,MORTGAGE,730.0,23.0,0.0,51.3,95000.0,11.99,14.92,debt_consolidation,3.0,20000.0,Individual,664.2,Not Verified,0.0,AZ,w,734.0,17450.0,12386034,11.0,9.0,1,410227.2
2014-02-01,E3, 36 months,OWN,660.0,7.0,0.0,79.8,18000.0,21.18,13.93,debt_consolidation,0.0,6075.0,Individual,229.44,Not Verified,0.0,FL,w,664.0,7579.0,12456035,5.0,3.0,1,189388.8
2014-02-01,C2, 36 months,MORTGAGE,660.0,44.0,0.0,84.5,160000.0,14.16,15.95,credit_card,9.0,20000.0,Individual,685.11,Source Verified,0.0,MD,w,664.0,13597.0,12426046,14.0,11.0,1,591926.4
2014-02-01,B5, 36 months,RENT,680.0,23.0,0.0,83.3,95000.0,12.99,17.18,credit_card,3.0,17000.0,Individual,572.72,Not Verified,0.0,WA,w,684.0,32581.0,12405104,8.0,3.0,1,775958.4
2014-02-01,B5, 36 months,RENT,670.0,27.0,0.0,69.8,45000.0,12.99,10.69,debt_consolidation,0.0,12000.0,Individual,404.27,Not Verified,0.0,NY,w,674.0,8930.0,12386029,11.0,5.0,1,439344.0
2014-02-01,C1, 36 months,MORTGAGE,695.0,20.0,0.0,64.3,77000.0,13.65,21.38,debt_consolidation,1.0,30000.0,Individual,1020.24,Source Verified,0.0,GA,w,699.0,32600.0,11716664,10.0,4.0,1,583977.6
2014-02-01,A2, 36 months,OWN,760.0,42.0,0.0,25.2,105000.0,6.62,16.88,credit_card,4.0,14000.0,Individual,429.86,Source Verified,0.0,SC,w,764.0,12978.0,12416056,14.0,11.0,1,641779.2
2014-02-01,D2, 60 months,MORTGAGE,685.0,30.0,1.0,59.1,85000.0,17.57,18.46,debt_consolidation,2.0,15000.0,Individual,377.41,Verified,0.0,OR,w,689.0,12774.0,12124820,10.0,11.0,1,426124.8
2014-02-01,D5, 60 months,MORTGAGE,685.0,24.0,0.0,27.3,126000.0,19.47,23.16,home_improvement,0.0,18000.0,Individual,471.6,Source Verified,0.0,VA,w,689.0,345787.0,12395999,5.0,5.0,1,502502.4
2014-02-01,B3, 36 months,MORTGAGE,690.0,25.0,0.0,54.9,50000.0,11.99,13.08,debt_consolidation,2.0,15000.0,Individual,498.15,Source Verified,0.0,IL,f,694.0,15087.0,12465895,14.0,11.0,1,460425.6
2014-02-01,C2, 36 months,RENT,660.0,40.0,0.0,54.0,100000.0,14.16,22.81,debt_consolidation,2.0,8000.0,Individual,274.05,Verified,0.0,MI,f,664.0,2891.0,12446031,13.0,9.0,1,497232.0
2014-02-01,E5, 36 months,RENT,660.0,17.0,0.0,96.5,51302.0,22.45,17.1,credit_card,0.0,18450.0,Individual,708.92,Source Verified,0.0,AR,f,664.0,19967.0,12395593,8.0,8.0,1,825897.6
2014-02-01,C3, 36 months,MORTGAGE,695.0,8.0,0.0,81.3,51000.0,14.64,9.57,debt_consolidation,1.0,16000.0,Individual,551.83,Not Verified,0.0,CA,w,699.0,16913.0,12485604,6.0,2.0,1,339465.6
2014-02-01,B5, 36 months,OWN,700.0,21.0,0.0,76.3,377000.0,12.99,8.12,credit_card,2.0,35000.0,Individual,1179.12,Source Verified,0.0,CO,f,704.0,76258.0,12465911,6.0,2.0,1,623462.4
2014-02-01,E3, 60 months,RENT,720.0,37.0,0.0,30.4,136717.0,21.18,8.94,small_business,1.0,35000.0,Individual,950.42,Verified,0.0,CA,f,724.0,6633.0,12435899,11.0,3.0,1,489283.2
2014-02-01,C3, 36 months,MORTGAGE,695.0,34.0,0.0,71.1,47000.0,14.64,23.21,home_improvement,2.0,12075.0,Individual,416.46,Source Verified,0.0,MA,f,699.0,8536.0,12505974,12.0,3.0,1,402537.6
2014-02-01,C2, 36 months,MORTGAGE,665.0,16.0,0.0,42.0,70000.0,14.16,22.39,credit_card,2.0,6200.0,Individual,212.39,Not Verified,0.0,LA,f,669.0,8451.0,12495984,7.0,11.0,1,410227.2
2014-02-01,B5, 36 months,RENT,680.0,22.0,0.0,56.3,20124.0,12.99,24.63,debt_consolidation,0.0,8450.0,Individual,284.68,Verified,0.0,CA,f,684.0,9624.0,12395984,13.0,2.0,1,252460.8
2014-02-01,C4, 36 months,RENT,680.0,63.0,0.0,47.1,80000.0,15.31,29.15,credit_card,0.0,25000.0,Individual,870.44,Source Verified,0.0,IL,f,684.0,25468.0,12475925,45.0,3.0,1,460425.6
2014-02-01,C4, 36 months,RENT,690.0,7.0,0.0,50.6,60000.0,15.31,11.78,debt_consolidation,0.0,6000.0,Individual,208.91,Not Verified,0.0,FL,w,694.0,10671.0,12415720,6.0,1.0,1,736473.6
2014-02-01,A3, 36 months,MORTGAGE,700.0,37.0,0.0,23.0,120000.0,7.62,12.98,credit_card,8.0,10000.0,Individual,311.62,Not Verified,0.0,CA,w,704.0,19612.0,12435872,16.0,6.0,1,283996.8
2014-02-01,F2, 36 months,MORTGAGE,665.0,21.0,0.0,95.8,48000.0,24.08,29.01,debt_consolidation,1.0,8000.0,Individual,314.2,Source Verified,0.0,TX,w,669.0,6801.0,12506000,16.0,11.0,1,326246.4
2014-02-01,F5, 60 months,RENT,660.0,9.0,0.0,90.0,100000.0,25.57,12.29,debt_consolidation,0.0,17500.0,Individual,519.52,Source Verified,0.0,CA,w,664.0,21501.0,11905791,6.0,0.0,1,344736.0
2014-02-01,A2, 36 months,MORTGAGE,795.0,10.0,0.0,46.2,53000.0,6.62,18.52,debt_consolidation,1.0,5000.0,Individual,153.52,Not Verified,0.0,PA,w,799.0,33990.0,11644890,6.0,11.0,1,668044.8
2014-02-01,B5, 36 months,MORTGAGE,665.0,24.0,0.0,65.1,66000.0,12.99,29.51,debt_consolidation,0.0,14000.0,Individual,471.65,Not Verified,0.0,NM,f,669.0,13995.0,11194612,15.0,3.0,1,386640.0
2014-02-01,F3, 36 months,RENT,705.0,13.0,0.0,98.9,45000.0,24.5,13.33,other,0.0,3000.0,Individual,118.49,Source Verified,0.0,CA,f,709.0,14839.0,11657141,4.0,0.0,1,457747.2
2014-02-01,D4, 36 months,RENT,670.0,12.0,0.0,65.0,75000.0,18.92,15.22,major_purchase,0.0,8000.0,Individual,292.93,Not Verified,0.0,NY,f,674.0,9295.0,11635603,8.0,6.0,1,163123.2
2014-02-01,C2, 36 months,MORTGAGE,670.0,16.0,0.0,86.3,36800.0,14.16,14.64,debt_consolidation,2.0,13000.0,Individual,445.33,Not Verified,0.0,AZ,f,674.0,13807.0,12485957,6.0,1.0,1,399859.2
2014-02-01,D5, 36 months,RENT,665.0,37.0,1.0,73.7,160000.0,19.47,7.55,debt_consolidation,3.0,35000.0,Individual,1291.3,Verified,0.0,MD,f,669.0,11785.0,12405904,12.0,11.0,0,549676.8
2014-02-01,C4, 36 months,MORTGAGE,660.0,17.0,0.0,60.1,90200.0,15.31,20.05,debt_consolidation,1.0,32000.0,Individual,1114.16,Source Verified,0.0,MD,w,664.0,34308.0,12405926,11.0,11.0,1,539136.0
2014-02-01,C2, 36 months,OWN,660.0,16.0,0.0,58.3,22000.0,14.16,17.51,debt_consolidation,0.0,8000.0,Individual,274.05,Not Verified,0.0,CT,w,664.0,10836.0,12385851,11.0,3.0,1,965347.2
2014-02-01,B3, 36 months,OWN,680.0,11.0,1.0,69.6,53000.0,11.99,5.66,credit_card,1.0,10000.0,Individual,332.1,Not Verified,1.0,CA,f,684.0,8068.0,10715433,6.0,11.0,1,431395.2
2014-02-01,B3, 36 months,RENT,680.0,32.0,0.0,50.9,41000.0,11.99,26.14,debt_consolidation,0.0,13050.0,Individual,433.39,Not Verified,0.0,OH,w,684.0,12411.0,12385913,20.0,11.0,1,371001.6
2014-02-01,C2, 36 months,MORTGAGE,670.0,48.0,0.0,90.0,98000.0,14.16,12.54,credit_card,9.0,35000.0,Individual,1198.94,Source Verified,0.0,CA,w,674.0,40247.0,12405325,14.0,11.0,1,357782.4
